source,target,length,name,highway,oneway
6082,6081,195.47,Schubert Street,residential,0
6083,6082,106.45,Schubert Street,residential,0
6083,6080,35.4,Mozart Street,residential,0
6083,6071,39.44,Mozart Street,residential,0
6084,6133,101.33,Sinai Street,residential,0
6084,6069,206.86,Jerusalem Street,residential,0
6085,6145,46.96,Bethel Street,residential,0
6085,6091,218.19,Sinai Street,residential,0
6086,6149,57.85,Babylonia Street,residential,0
6086,6147,34.85,Bethel Street,residential,0
6086,7920,94.55,Babylonia Street,residential,0
6087,6121,31.09,Zeus Street,residential,0
6087,10251,12.55,Zeus Street,residential,0
6087,6109,145.95,Odysseus Street,residential,0
6088,6089,92.18,Olympus Drive,residential,0
6088,6095,200.49,Zeus Street,residential,0
6088,7920,26.47,Zeus Street,residential,0
6089,6088,92.18,Olympus Drive,residential,0
6089,6099,38.02,Apollo Street,residential,0
6089,6093,116.98,Olympus Drive,residential,0
6090,6096,195.63,Apollo Street,residential,0
6090,6121,92.2,Parthenon Street,residential,0
6090,6109,29.31,Parthenon Street,residential,0
6091,6130,62.31,Sinai Street,residential,0
6091,6144,29.72,Athena Street,residential,0
6091,6085,218.19,Sinai Street,residential,0
6092,6131,64.15,Babylonia Street,residential,0
6092,6149,62.32,Babylonia Street,residential,0
6092,6144,176.43,Athena Street,residential,0
6092,6093,39.21,Athena Street,residential,0
6093,6119,117.86,Olympus Drive,residential,0
6093,6089,116.98,Olympus Drive,residential,0
6093,6092,39.21,Athena Street,residential,0
6093,6879,37.94,Athena Street,residential,0
6094,6116,59.27,Acropolis Drive,residential,0
6094,6878,57.45,Acropolis Drive,residential,0
6094,6111,30.62,Athena Street,residential,0
6095,9544,162.19,Zeus Street,residential,0
6095,6100,31.1,Acropolis Drive,residential,0
6095,6088,200.49,Zeus Street,residential,0
6096,6090,195.63,Apollo Street,residential,0
6096,6099,160.93,Apollo Street,residential,0
6096,6110,29.72,Acropolis Drive,residential,0
6096,6123,31.64,Acropolis Drive,residential,0
6097,6107,32.41,Acropolis Drive,residential,0
6097,6118,28.66,Parthenon Street,residential,0
6097,6122,179.57,Parthenon Street,residential,0
6098,6117,31.14,Arcadia Street,residential,0
6098,6119,37.87,Parthenon Street,residential,0
6098,6118,131.65,Parthenon Street,residential,0
6099,6096,160.93,Apollo Street,residential,0
6099,6089,38.02,Apollo Street,residential,0
6099,6101,31.68,Arcadia Street,residential,0
6099,6103,27.45,Arcadia Street,residential,0
6100,6123,31.28,Acropolis Drive,residential,0
6100,6095,31.1,Acropolis Drive,residential,0
6100,6102,33.17,Greccia Street,residential,0
6101,6099,31.68,Arcadia Street,residential,0
6101,6102,155.55,"['Greccia Street', 'Arcadia Street']",residential,0
6101,6102,156.51,Victoria Street,residential,0
6102,6100,33.17,Greccia Street,residential,0
6102,6101,155.55,"['Greccia Street', 'Arcadia Street']",residential,0
6102,6101,156.51,Victoria Street,residential,0
6103,6099,27.45,Arcadia Street,residential,0
6103,6105,29.4,Arcadia Street,residential,0
6103,6104,157.44,Concord Street,residential,0
6104,6878,31.13,Neptune Street,residential,0
6104,6105,130.3,Neptune Street,residential,0
6104,6103,157.44,Concord Street,residential,0
6105,6103,29.4,Arcadia Street,residential,0
6105,6112,28.62,Arcadia Street,residential,0
6105,6104,130.3,Neptune Street,residential,0
6106,6127,31.44,Hercules Street,residential,0
6106,6107,33.48,Hercules Street,residential,0
6106,6878,148.42,Achilles Street,residential,0
6107,6097,32.41,Acropolis Drive,residential,0
6107,6116,24.39,Acropolis Drive,residential,0
6107,6106,33.48,Hercules Street,residential,0
6108,6126,57.16,Colossus Street,residential,0
6108,6109,80.97,Colossus Street,residential,0
6108,6129,134.38,Hercules Street,residential,0
6109,6108,80.97,Colossus Street,residential,0
6109,6090,29.31,Parthenon Street,residential,0
6109,6087,145.95,Odysseus Street,residential,0
6109,6120,32.63,Parthenon Street,residential,0
6110,6878,27.72,Acropolis Drive,residential,0
6110,6096,29.72,Acropolis Drive,residential,0
6110,6126,56.42,Colossus Street,residential,0
6111,6094,30.62,Athena Street,residential,0
6111,6879,130.42,Athena Street,residential,0
6111,6112,158.48,Vasilion Street,residential,0
6112,6105,28.62,Arcadia Street,residential,0
6112,6879,30.82,Arcadia Street,residential,0
6112,6111,158.48,Vasilion Street,residential,0
6113,6879,28.28,Arcadia Street,residential,0
6113,6115,29.63,Arcadia Street,residential,0
6113,6114,160.1,Aphrodite Street,residential,0
6114,6116,28.98,Jupiter Street,residential,0
6114,6115,131.69,Jupiter Street,residential,0
6114,6113,160.1,Aphrodite Street,residential,0
6115,6113,29.63,Arcadia Street,residential,0
6115,6117,28.36,Arcadia Street,residential,0
6115,6114,131.69,Jupiter Street,residential,0
6116,6107,24.39,Acropolis Drive,residential,0
6116,6094,59.27,Acropolis Drive,residential,0
6116,6114,28.98,Jupiter Street,residential,0
6117,6115,28.36,Arcadia Street,residential,0
6117,6098,31.14,Arcadia Street,residential,0
6117,6118,158.34,Helena Street,residential,0
6118,6097,28.66,Parthenon Street,residential,0
6118,6117,158.34,Helena Street,residential,0
6118,6098,131.65,Parthenon Street,residential,0
6119,6098,37.87,Parthenon Street,residential,0
6119,6059,137.94,Olympus Drive,residential,0
6119,6093,117.86,Olympus Drive,residential,0
6120,6109,32.63,Parthenon Street,residential,0
6120,6122,83.06,Parthenon Street,residential,0
6120,6122,114.28,Venus Street,residential,0
6121,9544,32.07,Zeus Street,residential,0
6121,6087,31.09,Zeus Street,residential,0
6121,6090,92.2,Parthenon Street,residential,0
6122,6120,83.06,Parthenon Street,residential,0
6122,6120,114.28,Venus Street,residential,0
6122,6097,179.57,Parthenon Street,residential,0
6123,6096,31.64,Acropolis Drive,residential,0
6123,6100,31.28,Acropolis Drive,residential,0
6123,6124,30.0,Parnassus Street,residential,0
6124,6123,30.0,Parnassus Street,residential,0
6124,6125,162.05,Parnassus Street,residential,0
6124,6125,160.9,Pizza Street,residential,0
6125,9544,31.49,Parnassus Street,residential,0
6125,6124,160.9,Pizza Street,residential,0
6125,6124,162.05,Parnassus Street,residential,0
6126,6128,28.02,Agora Street,residential,0
6126,6110,56.42,Colossus Street,residential,0
6126,6108,57.16,Colossus Street,residential,0
6127,6106,31.44,Hercules Street,residential,0
6127,6128,111.24,Agora Street,residential,0
6127,6129,33.8,Hercules Street,residential,0
6128,6127,111.24,Agora Street,residential,0
6128,6126,28.02,Agora Street,residential,0
6128,6129,118.86,Theseus Street,residential,0
6129,6108,134.38,Hercules Street,residential,0
6129,6127,33.8,Hercules Street,residential,0
6129,6128,118.86,Theseus Street,residential,0
6130,6091,62.31,Sinai Street,residential,0
6130,6139,30.27,Sinai Street,residential,0
6130,6142,29.87,Bethlehem Street,residential,0
6131,6132,91.86,Babylonia Street,residential,0
6131,6092,64.15,Babylonia Street,residential,0
6131,6143,34.63,Bethlehem Street,residential,0
6132,6134,65.39,Babylonia Street,residential,0
6132,6131,91.86,Babylonia Street,residential,0
6132,6138,35.37,Galilee Street,residential,0
6133,6084,101.33,Sinai Street,residential,0
6133,6135,30.28,Galilee Street,residential,0
6133,6139,62.42,Sinai Street,residential,0
6134,6132,65.39,Babylonia Street,residential,0
6134,6137,34.26,Canaan Street,residential,0
6134,6069,34.87,Babylonia Street,residential,0
6135,6133,30.28,Galilee Street,residential,0
6135,6136,32.16,Canaan Street,residential,0
6135,6138,141.11,Galilee Street,residential,0
6136,6135,32.16,Canaan Street,residential,0
6136,6137,172.96,Zion Street,residential,0
6136,6137,176.01,Canaan Street,residential,0
6137,6134,34.26,Canaan Street,residential,0
6137,6136,176.01,Canaan Street,residential,0
6137,6136,172.96,Zion Street,residential,0
6138,6132,35.37,Galilee Street,residential,0
6138,6141,32.49,Assyria Street,residential,0
6138,6135,141.11,Galilee Street,residential,0
6139,6130,30.27,Sinai Street,residential,0
6139,6140,30.13,Assyria Street,residential,0
6139,6133,62.42,Sinai Street,residential,0
6140,6139,30.13,Assyria Street,residential,0
6140,6141,168.48,Rome Street,residential,0
6140,6141,169.06,Assyria Street,residential,0
6141,6138,32.49,Assyria Street,residential,0
6141,6140,169.06,Assyria Street,residential,0
6141,6140,168.48,Rome Street,residential,0
6142,6143,142.11,Bethlehem Street,residential,0
6142,6143,193.24,Corinthian Street,residential,0
6142,6130,29.87,Bethlehem Street,residential,0
6143,6131,34.63,Bethlehem Street,residential,0
6143,6142,142.11,Bethlehem Street,residential,0
6143,6142,193.24,Corinthian Street,residential,0
6144,6092,176.43,Athena Street,residential,0
6144,6091,29.72,Athena Street,residential,0
6144,6151,31.46,Carmel Street,residential,0
6145,6085,46.96,Bethel Street,residential,0
6145,6146,78.3,Carmel Street,residential,0
6145,6147,83.14,Bethel Street,residential,0
6146,6145,78.3,Carmel Street,residential,0
6146,6148,35.56,Carmel Street,residential,0
6146,6147,147.13,Colossian Street,residential,0
6147,6086,34.85,Bethel Street,residential,0
6147,6146,147.13,Colossian Street,residential,0
6147,6145,83.14,Bethel Street,residential,0
6148,6150,139.65,Galatia Street,residential,0
6148,6146,35.56,Carmel Street,residential,0
6148,6151,29.71,Carmel Street,residential,0
6149,6092,62.32,Babylonia Street,residential,0
6149,6086,57.85,Babylonia Street,residential,0
6149,6150,35.43,Galatia Street,residential,0
6150,6149,35.43,Galatia Street,residential,0
6150,6148,139.65,Galatia Street,residential,0
6150,6151,167.5,Ephesus Street,residential,0
6151,6144,31.46,Carmel Street,residential,0
6151,6148,29.71,Carmel Street,residential,0
6151,6150,167.5,Ephesus Street,residential,0
6152,6074,19.86,Strauss Street,residential,0
6152,11939,50.83,Strauss Street,residential,0
6152,11940,44.07,Wagner Street,residential,0
6153,6073,162.55,Schumann Street,residential,0
6153,6162,34.97,Vivaldi Street,residential,0
6153,6081,65.79,"['Jerusalem Street', 'Schumann Street']",residential,0
6154,6157,30.55,Vivaldi Street,residential,0
6154,11940,102.76,Wagner Street,residential,0
6154,6155,67.23,"['Verdi Street', 'Wagner Street']",residential,0
6155,6154,67.23,"['Verdi Street', 'Wagner Street']",residential,0
6155,11974,134.82,"['Verdi Street', 'Strauss Street']",residential,0
6155,11974,117.28,Ravel Street,residential,0
6156,6074,22.36,Beethoven Street,residential,0
6156,6159,36.47,Beethoven Street,residential,0
6156,6157,163.92,Debussy Street,residential,0
6157,6154,30.55,Vivaldi Street,residential,0
6157,6158,36.96,Vivaldi Street,residential,0
6157,6156,163.92,Debussy Street,residential,0
6158,6157,36.96,Vivaldi Street,residential,0
6158,6161,33.93,Vivaldi Street,residential,0
6158,6159,163.56,Chopin Street,residential,0
6159,6156,36.47,Beethoven Street,residential,0
6159,6160,35.86,Beethoven Street,residential,0
6159,6158,163.56,Chopin Street,residential,0
6160,6159,35.86,Beethoven Street,residential,0
6160,12850,29.33,Beethoven Street,residential,0
6160,6161,163.25,Mendelssohn Street,residential,0
6161,6158,33.93,Vivaldi Street,residential,0
6161,6162,34.97,Vivaldi Street,residential,0
6161,6160,163.25,Mendelssohn Street,residential,0
6162,6161,34.97,Vivaldi Street,residential,0
6162,6163,162.9,Handel Street,residential,0
6162,6153,34.97,Vivaldi Street,residential,0
6163,12850,4.2,Beethoven Street,residential,0
6163,6073,34.44,Beethoven Street,residential,0
6163,6162,162.9,Handel Street,residential,0
6164,6165,87.55,Grieg Street,residential,0
6164,6170,36.63,Mozart Street,residential,0
6164,6071,37.59,Mozart Street,residential,0
6165,6169,36.26,Tchaikovsky Street,residential,0
6165,6164,87.55,Grieg Street,residential,0
6165,12850,33.71,Grieg Street,residential,0
6166,6167,75.32,Strauss Street,residential,0
6166,6168,38.7,Tchaikovsky Street,residential,0
6166,6074,35.42,Strauss Street,residential,0
6167,6166,75.32,Strauss Street,residential,0
6167,6170,81.91,"['Mozart Street', 'Strauss Street']",residential,0
6167,6168,87.49,Rossini Street,residential,0
6168,6166,38.7,Tchaikovsky Street,residential,0
6168,6169,33.54,Tchaikovsky Street,residential,0
6168,6167,87.49,Rossini Street,residential,0
6169,6168,33.54,Tchaikovsky Street,residential,0
6169,6165,36.26,Tchaikovsky Street,residential,0
6169,6170,95.34,Berlioz Street,residential,0
6170,6169,95.34,Berlioz Street,residential,0
6170,6164,36.63,Mozart Street,residential,0
6170,6167,81.91,"['Mozart Street', 'Strauss Street']",residential,0
6171,10838,66.99,Zabarte Road,secondary,0
6171,11963,12.53,Don Ramon Street,residential,0
6171,5151,141.69,Zabarte Road,secondary,0
6172,6173,83.17,Asuncion Street,residential,0
6172,6263,88.97,Doña Azucena Street,residential,0
6172,6255,66.88,Doña Azucena Street,residential,0
6173,10257,14.06,Susano Road,secondary,0
6173,6175,44.74,Susano Road,secondary,0
6173,6172,83.17,Asuncion Street,residential,0
6174,6178,59.63,Reyes Avenue,residential,0
6174,6193,70.17,Reyes Avenue,residential,0
6174,6192,131.39,"['Langka Street', 'Clemente Street']",residential,0
6175,6181,109.58,Clemente Street,residential,0
6175,6173,44.74,Susano Road,secondary,0
6175,13173,14.02,Susano Road,secondary,0
6176,6886,32.28,Reyes Avenue,residential,0
6176,6178,55.62,Reyes Avenue,residential,0
6176,10367,32.75,Atis Street,residential,0
6177,6190,36.81,Eden Street,residential,0
6178,6176,55.62,Reyes Avenue,residential,0
6178,6174,59.63,Reyes Avenue,residential,0
6178,12996,48.65,Kamias Street,residential,0
6179,6182,109.65,Paraiso Street,residential,0
6179,13173,44.38,Susano Road,secondary,0
6179,6252,57.07,Susano Road,secondary,0
6180,6181,56.34,Acacia Street,residential,0
6180,10257,109.54,Bethzaida Street,residential,0
6180,6187,106.6,Bethzaida Street,residential,0
6180,11567,58.15,Acacia Street,residential,0
6181,6182,58.3,Acacia Street,residential,0
6181,6180,56.34,Acacia Street,residential,0
6181,6175,109.58,Clemente Street,residential,0
6181,6186,106.26,Clemente Street,residential,0
6182,6179,109.65,Paraiso Street,residential,0
6182,6185,106.07,Paraiso Street,residential,0
6182,6183,56.71,Acacia Street,residential,0
6182,6181,58.3,Acacia Street,residential,0
6183,6182,56.71,Acacia Street,residential,0
6183,6252,109.73,Eden Street,residential,0
6183,6184,106.23,Eden Street,residential,0
6184,6185,55.84,Hercules Street,residential,0
6184,6183,106.23,Eden Street,residential,0
6184,6190,108.17,Eden Street,residential,0
6185,6182,106.07,Paraiso Street,residential,0
6185,6191,108.06,Paraiso Street,residential,0
6185,6186,57.8,Hercules Street,residential,0
6185,6184,55.84,Hercules Street,residential,0
6186,6187,58.0,Hercules Street,residential,0
6186,6185,57.8,Hercules Street,residential,0
6186,6192,109.38,Clemente Street,residential,0
6186,6181,106.26,Clemente Street,residential,0
6187,6188,56.6,Hercules Street,residential,0
6187,6186,58.0,Hercules Street,residential,0
6187,6180,106.6,Bethzaida Street,residential,0
6187,6192,166.75,"['Bethzaida Street', 'Bethlehem Street']",residential,0
6188,11567,108.6,Jordan Street,residential,0
6188,6187,56.6,Hercules Street,residential,0
6188,11925,55.0,Hercules Street,residential,0
6188,11814,177.18,Jordan Street,residential,0
6189,11567,107.84,Jordan Street,residential,0
6189,10257,55.48,Susano Road,secondary,0
6189,6259,197.76,Susano Road,secondary,0
6190,6191,57.32,Bethlehem Street,residential,0
6190,6184,108.17,Eden Street,residential,0
6190,6177,36.81,Eden Street,residential,0
6191,6185,108.06,Paraiso Street,residential,0
6191,12997,34.04,Paraiso Street,residential,0
6191,6192,57.27,Bethlehem Street,residential,0
6191,6190,57.32,Bethlehem Street,residential,0
6192,6191,57.27,Bethlehem Street,residential,0
6192,6186,109.38,Clemente Street,residential,0
6192,6187,166.75,"['Bethzaida Street', 'Bethlehem Street']",residential,0
6192,6174,131.39,"['Langka Street', 'Clemente Street']",residential,0
6193,6174,70.17,Reyes Avenue,residential,0
6193,13142,16.46,Reyes Avenue,residential,0
6193,6194,52.19,Banaba Street,residential,0
6194,5482,119.67,Pili Street,residential,0
6194,6198,49.2,Banaba Street,residential,0
6194,6193,52.19,Banaba Street,residential,0
6195,6196,105.53,Talisay Street,residential,0
6195,6198,51.12,Banaba Street,residential,0
6195,9012,114.57,Banaba Street,residential,0
6196,6195,105.53,Talisay Street,residential,0
6196,6197,51.72,Cypress Street,residential,0
6196,10368,27.64,Cypress Street,residential,0
6197,6198,114.71,Chico Street,residential,0
6197,5482,48.7,Cypress Street,residential,0
6197,6196,51.72,Cypress Street,residential,0
6198,6197,114.71,Chico Street,residential,0
6198,6195,51.12,Banaba Street,residential,0
6198,6194,49.2,Banaba Street,residential,0
6199,6200,52.7,Champaca EastStreet,residential,0
6200,6199,52.7,Champaca EastStreet,residential,0
6200,5131,252.64,Champaca Street,residential,0
6200,6201,103.12,Champaca Street,residential,0
6201,9574,91.03,Santan Street,residential,0
6201,6200,103.12,Champaca Street,residential,0
6201,5132,192.09,Santan Street,residential,0
6202,11582,30.16,Malipaka Street,residential,0
6202,5155,72.77,Sampaguita Oval Street,secondary,0
6203,6205,12.02,Mabini Drive,residential,0
6204,6207,75.2,Oriole Street,tertiary,0
6204,5156,139.47,Oriole Street,tertiary,0
6204,6219,84.23,Canary Street,residential,0
6205,6203,12.02,Mabini Drive,residential,0
6205,13157,13.27,Kalap Drive,residential,0
6205,6215,170.21,Malipaka Street,residential,0
6205,5156,112.65,Flamingo Street,residential,0
6206,6237,21.07,Mocking Bird Street,residential,0
6207,6204,75.2,Oriole Street,tertiary,0
6207,6208,89.13,Mocking Bird Street,tertiary,0
6207,5157,69.91,Carmen Drive,tertiary,0
6208,6209,184.28,Eagle Street,residential,0
6208,6207,89.13,Mocking Bird Street,tertiary,0
6208,10484,222.71,Mocking Bird Street,tertiary,0
6209,6208,184.28,Eagle Street,residential,0
